section,entity,year,description_html,source,tags
Miscellaneous,Carpenter v. United States,2018,"Twelve scholars of the Fourth Amendment filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/carpenter-v-us-scholars-of-the-history-and-original-meaning-of-the-4th-amendment.pdf"" target=""blank"">brief</a> in Carpenter v. United States, which ruled that the federal government's acquisition of cell-site records without a warrant was unconstitutional. The brief analyzes the Fourth Amendment's text and historical context and argues, among other things, that such warrantless searches threaten the personal liberty that the framers designed the Fourth Amendment to protect.",Brief of Scholars of the History and Original Meaning of the Fourth Amendment as Amici Curiae in Support of Petitioner,"Fourth Amendment, Search and Seizure"
Miscellaneous,Sveen v. Melin,2018,"A legal historian with expertise in the history of the Constitution's Contract Clause filed a <a href=""https://www.brennancenter.org/media/14155/download/sveen-v-melin-james-ely-brief.pdf?inline=1"" target=""blank"">brief</a> in Sveen v. Melin, which ruled that the retroactive application of Minnesota's so-called revocation-upon-divorce statute did not violate the clause. The brief argues that this statute does in fact violate the Contract Clause, both as originally understood in the founding era and as applied throughout the 19th century. The amici encourage the Court to reject its 20th-century Contract Clause jurisprudence and return to the clause's original meaning.","<a href=""https://www.brennancenter.org/media/14155/download/sveen-v-melin-james-ely-brief.pdf?inline=1"" target=""blank"">Brief of Professor James W. Ely, Jr. as Amicus Curiae Supporting Respondent</a>",Contract Clause
Miscellaneous,Comcast v. National Association of African American-Owned Media and Entertainment Studios Networks,2020,"Twelve historians of Reconstruction filed a <a href=""https://www.brennancenter.org/media/14162/download/comcast-corp-v-national-association-law-and-history-professors.pdf?inline=1"" target=""blank"">brief</a> in Comcast v. National Association of African American-Owned Media, which ruled that a plaintiff suing for racial discrimination under the federal civil rights statute 42 U.S.C. § 1981 must prove that race was a &quot;but-for&quot; cause of the defendant's actions. The brief argues that Section 1981 is the product of Reconstruction era efforts to dramatically expand the federal government's authority to guarantee basic civil rights, including eliminating racial discrimination of any kind in contracts. The amici explain that &quot;but-for&quot; causation undermines the original purpose and meaning of the statute by allowing defendants to escape liability if they had any nonracial reasons for their actions.","<a href=""https://www.brennancenter.org/media/14162/download/comcast-corp-v-national-association-law-and-history-professors.pdf?inline=1"" target=""blank"">Law and History Professors' Brief as Amici Curiae in Support of Respondents</a>","Civil Rights Law, 14th Amendment, Racial Discrimination, 13th Amendment"
Miscellaneous,Financial Oversight and Management Board for Puerto Rico v. Aurelius Investment,2020,"Four scholars with expertise in the constitutional implications of American territorial expansion filed a <a href=""https://www.brennancenter.org/media/14159/download/financial-omb-puerto-rico-v-aurelius-scholars-of-constitutional-law-and-legal-history.pdf?inline=1"" target=""blank"">brief</a> in Financial Oversight and Management Board for Puerto Rico v. Aurelius Investment, which ruled that the Constitution's Appointments Clause does not restrict the appointment of members of the Financial Oversight and Management Board for Puerto Rico. The brief argues against relying on the Insular Cases - a series of early 20th-century Court opinions regarding the status of U.S. territories acquired in the Spanish-American War - to decide this case. The amici maintain that the Insular Cases do not inform the meaning or scope of the Appointments Clause. They further explain that those cases present constitutional concerns and reflect imperialist and racist thinking that should not be incorporated into contemporary legal doctrine.","<a href=""https://www.brennancenter.org/media/14159/download/financial-omb-puerto-rico-v-aurelius-scholars-of-constitutional-law-and-legal-history.pdf?inline=1"" target=""blank"">Brief for Amici Curiae Scholars of Constitutional Law and Legal History Supporting the First Circuit's Ruling on the Appointments Clause Issue</a>",Appointments Clause
Miscellaneous,Cedar Point Nursery and Fowler Packing Company v. Hassid,2021,"Ten legal historians filed a <a href=""https://www.brennancenter.org/media/14183/download/cedar-point-nursery-v-hassid-legal-historians.pdf?inline=1"" target=""blank"">brief</a> in Cedar Point Nursery and Fowler Packing Company v. Hassid, which ruled that a California regulation granting labor organizations a right to access an agricultural employer's property to solicit support for unionization was unconstitutional under the Fifth Amendment's Takings Clause. The brief, filed in support of the regulation, argues that Anglo-American law has never recognized an absolute right to exclude people from private property. The amici survey English common law, American colonial and state laws, and 18th- and 19th-century court cases to demonstrate a long tradition of making &quot;limited rights to enter and exclude in the public interest part of the definition of property itself.&quot;","<a href=""https://www.brennancenter.org/media/14183/download/cedar-point-nursery-v-hassid-legal-historians.pdf?inline=1"" target=""blank"">Brief of Legal Historians as Amici Curiae in Support of Respondents</a>","Fifth Amendment, Labor Unions, Takings Clause"
Miscellaneous,National Collegiate Athletic Association v. Alston,2021,"Six historians of American sports filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/ncaa-v-alston-historians.pdf"" target=""blank"">brief </a>in National Collegiate Athletic Association v. Alston, which held that NCAA rules limiting how schools could compensate student athletes for their play violated federal antitrust law. The brief, in support of the student athletes, argues that the NCAA's commitment to &quot;amateurism in top-tier college sports is a myth.&quot; Among other things, the amici survey the history of financial offers, favors, and payments in collegiate sports in the 19th and 20th centuries.<br><br><a href=""https://www.brennancenter.org/sites/default/files/2025-01/ncaa-v-alston-historians.pdf"" target=""blank"">Brief of Historians as Amici Curiae Supporting Respondent</a>",Tag: Antitrust Law,
Miscellaneous,Vega v. Tekoh,2022,"Seven scholars with expertise in the history of criminal procedure filed a <a href=""https://www.brennancenter.org/media/14185/download/vega-v-tekoh-historians-of-criminal-procedure.pdf?inline=1"" target=""blank"">brief</a> in Vega v. Tekoh, which ruled that a violation of the Miranda rule does not provide a basis for a lawsuit under the federal civil rights statute 42 U.S.C. § 1983. The brief argues that Miranda-like warnings were part of an Anglo-American legal tradition that the framers would have recognized. The amici examine 18th- and 19th-century English and American criminal court records to establish a practice of &quot;giving warnings&quot; to criminal suspects designed to curb &quot;improper inducements&quot; to self-incriminating confessions. The brief contends that this practice reflected a legal culture that &quot;afforded very strong protections&quot; to suspects subject to interrogation while in custody.","<a href=""https://www.brennancenter.org/media/14185/download/vega-v-tekoh-historians-of-criminal-procedure.pdf?inline=1"" target=""blank"">Brief of Amici Curiae Historians of Criminal Procedure in Support of Respondent</a>","Civil Rights, Fifth Amendment, Miranda Rights"
Miscellaneous,City of Grants Pass v. Johnson,2024,"Eight legal scholars and historians filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/city-of-grants-pass-v-johnson-professors.pdf"" target=""blank"">brief</a> in City of Grants Pass v. Johnson, a case that upheld a city's law regulating camping on public property against an Eighth Amendment challenge. The brief argues that the city's attempts to enforce that law against people who are involuntarily unhoused violates that amendment's ban on cruel and unusual punishments. The amici maintain that the city's law is not consistent with &quot;a history and tradition of vagrancy laws.&quot; They explain that the law differs in its purpose, scope, and structure from English and founding era vagrancy laws. In addition, they contend that the tradition of vagrancy laws contradicts modern understandings of liberty, equality, and decency, because such laws have historically been used to punish the poor and disfavored minorities and, after the Civil War, to subjugate formerly enslaved Black men and women.","<a href=""https://www.brennancenter.org/sites/default/files/2024-06/city-of-grants-pass-v-johnson-professors.pdf"" target=""blank"">Brief of Professors William P. Quigley, Jeffrey Adler, Erwin Chemerinsky, Martha Davis, Helen Hershkoff, Stephen Loffredo, Nantiya Ruan, and Laurence H. Tribe as Amici Curiae in Support of Respondents</a>",Eighth Amendment
Miscellaneous,Moore v. United States,2024,"Nine scholars of tax law, legal history, and computational science filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/moore-v-us-professors-of-tax-law-legal-history-and-computational-science.pdf"" target=""blank"">brief</a> in Moore v. United States, a case that upheld the constitutionality of the mandatory repatriation tax. The brief, which supports the tax's constitutionality, responds to the petitioners' claim that the 16th Amendment did not authorize Congress to tax &quot;unrealized&quot; sums without apportionment among the states. Examining historical context relevant the original meaning of &quot;incomes&quot; in the text of the 16th Amendment, the amici conclude, among other things, that &quot;incomes&quot; included unrealized gains, and that contrary precedent should be overturned. They also critique assumptions by some corpus linguistics scholars that the 16th Amendment should be read in terms of its &quot;ordinary usage in popular, nonlegal sources&quot; rather than in a narrower, technical sense.","<a href=""https://www.brennancenter.org/sites/default/files/2024-06/moore-v-us-professors-of-tax-law-legal-history-and-computational-science.pdf"" target=""blank"">Brief of Amici Curiae Professors of Tax Law, Legal History, and Computational Science in Support of Respondent</a>","16th Amendment, Tax Law"
Reproductive Rights,Webster v. Reproductive Health Services,1989,"Two hundred eighty-one scholars of American history filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/webster-v-rhs-281-american-historians.pdf"" target=""blank"">brief</a> in Webster v. Reproductive Health Services, a case that rejected a constitutional challenge to Missouri legislation that placed restrictions on abortions. <a href=""https://www.brennancenter.org/sites/default/files/2025-01/webster-v-rhs-281-american-historians.pdf"" target=""blank""></a>The brief explains that abortion was legal and widely accessible throughout the 18th and 19th centuries, and that historical restrictions on abortion were grounded in rationales that have become &quot;anachronistic or constitutionally and culturally impermissible.&quot; The brief urges the Court to consider whether the &quot;protection of unborn life has become a surrogate&quot; for those outmoded rationales. In making their argument, the amici emphasize a shift in American historical inquiry since Roe v. Wade (1973) away from &quot;the study of wars, formal legal rules, economics and elections to . . . a fuller and more rounded account of American social history.&quot;","<a href=""https://www.brennancenter.org/sites/default/files/2025-01/webster-v-rhs-281-american-historians.pdf"" target=""blank"">Brief of 281 American Historians as Amici Curiae Supporting Appellees</a>","Abortion Care, Due Process Clause, Equal Protection Clause, 14th Amendment, Privacy, Reproductive Rights"
Reproductive Rights,Planned Parenthood of Southeastern Pennsylvania v. Casey,1992,"Two hundred fifty scholars of American history filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/planned-parenthood-v-casey-american-historians.pdf"" target=""blank"">brief</a> in Planned Parenthood of Southeastern Pennsylvania v. Casey, a case that introduced an &quot;undue burden&quot; standard for evaluating the constitutionality of abortion restrictions. The brief - which is similar in substance to the historians' brief filed in <a href=""https://www.brennancenter.org/sites/default/files/2025-01/webster-v-rhs-281-american-historians.pdf"" target=""blank"">Webster v. Reproductive Health Services</a> (1989) - argues that a woman's right to abortion is consistent with the nation's history and tradition. The amici explain that abortion has been tolerated and legal for much of the nation's history. Any claim that &quot;abortion restrictions enjoyed broad social support in past eras,&quot; they emphasize is historically inaccurate.","<a href=""https://www.brennancenter.org/sites/default/files/2025-01/planned-parenthood-v-casey-american-historians.pdf"" target=""blank"">Brief of 250 American Historians as Amici Curiae in Support of Planned Parenthood of Southeastern Pennsylvania</a>","Abortion Care, Due Process Clause, Equal Protection Clause, 14th Amendment, Privacy, Reproductive Rights"
Reproductive Rights,Whole Woman's Health v. Hellerstedt,2016,"Sixteen historians whose research focuses on the lives of women filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-03/whole-women-s-health-v-cole-historians.pdf"" target=""blank"">brief</a> in Whole Woman's Health v. Hellerstedt, a case that invalidated a Texas law requiring abortion providers to have admitting privileges at local hospitals, and requiring abortion facilities to meet the standards applied to ambulatory surgical centers. The brief argues that the statute in question was part of a long tradition of laws rooted in the paternalistic doctrine of coverture, which the courts have previously struck down as unconstitutional sex discrimination. The amici urge the Supreme Court to scrutinize the law carefully to determine whether it in fact promoted women's health and at what cost to women's liberty. They emphasized that laws of this kind typically mask gender stereotypes that subordinate and harm women under the pretense of protecting them.","<a href=""https://www.brennancenter.org/sites/default/files/2025-03/whole-women-s-health-v-cole-historians.pdf"" target=""blank"">Brief of Historians as Amici Curiae in Support of Petitioners</a>","Abortion Care, 14th Amendment, Reproductive Rights, Sex Discrimination"
Reproductive Rights,Dobbs v. Jackson Women's Health Organization,2022,"The Supreme Court received multiple filings from historians in Dobbs v. Jackson Women's Health Organization, which ruled that the Constitution does not provide a right to abortion and overruled both Roe v. Wade (1973) and Planned Parenthood of Southeastern Pennsylvania v. Casey (1992).<br><br>The American Historical Association and the Organization of American Historians jointly submitted a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/dobbs-v-jackson-aha-and-oah.pdf"" target=""blank"">brief</a> in support of abortion providers. The brief describes the history of abortion regulations through the end of the 19th century to demonstrate that American history and tradition include a woman's ability to make decisions regarding abortion. Among other things, the amici explain that English common law - which did not recognize or regulate abortion until &quot;quickening&quot; (i.e., when a pregnant woman first feels fetal movement) - influenced U.S. state laws prior to the 14th Amendment's ratification in 1868. At that time, the brief shows, nearly half of the states allowed pre-quickening abortions or imposed lighter punishments for them.<br><br><a href=""https://www.brennancenter.org/sites/default/files/2025-01/dobbs-v-jackson-aha-and-oah.pdf"" target=""blank"">Brief for Amici Curiae American Historical Association and Organization of American Historians in Support of Respondents</a><br><br>The American Society for Legal History and 23 historians with expertise in the law, history, and politics of reproduction filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/dobbs-v-jackson-american-society-for-legal-history-and-other-scholars.pdf"" target=""blank"">brief</a> in support of abortion providers. According to the amici, claims that Roe &quot;drove the division and polarization around abortion&quot; are historically inaccurate. The brief explores developments straddling the Court's issuance of Roe to explain that conflicts misattributed by right-wing lawyers to Roe either predated that decision or emerged later in response to other forces, such as the realignment of political parties in the late 20th century.","<a href=""https://www.brennancenter.org/sites/default/files/2025-01/dobbs-v-jackson-american-society-for-legal-history-and-other-scholars.pdf"" target=""blank"">Brief for Amici Curiae American Society for Legal History and Other Scholars with Expertise in the Law, History and Politics of Reproduction in the United States in Support of Respondents</a>","Abortion Care, Due Process Clause, 14th Amendment, Privacy, Reproductive Rights"
Reproductive Rights,Vieth v. Jubelirer,2004,"Four historians of early American constitutional history and political representation filed a <a href=""https://www.brennancenter.org/media/13984/download/vieth-v-jubelirer-rakove-keyssar-zagarri.pdf?inline=1"" target=""blank"">brief</a> in Vieth v. Jubelirer, a case that considered but left open the question of partisan gerrymandering's constitutionality. The brief argues that partisan gerrymandering contradicts the founding era principle of fair representation that underpinned the framers' design of Article I of the Constitution. As the amici explain, the framers believed that politicians should not be able to manipulate the composition of the House of Representatives and sought to ensure that the House &quot;mirrored&quot; the composition of the community it represented. According to the brief, redistricting practices that allow parties to create safe seats for themselves or to convert a minority of votes into a supermajority of seats are therefore unconstitutional.","<a href=""https://www.brennancenter.org/media/13984/download/vieth-v-jubelirer-rakove-keyssar-zagarri.pdf?inline=1"" target=""blank"">Brief of Amici Curiae Jack N. Rakove, Alexander Keyssar, Peter S. Onuf and Rosemarie Zagarri in Support of Appellants</a>","Article I, Democracy, Elections, Partisan Gerrymandering, Redistricting, Voting Rights and Representation"
Reproductive Rights,Shelby County v. Holder,2013,"Thirty historians and scholars of the civil rights era filed a <a href=""https://www.brennancenter.org/media/14025/download/shelby-county-alabama-v-holder-historians-and-social-scientists.pdf?inline=1"" target=""blank"">brief</a> in Shelby County v. Holder, a case in which the Supreme Court invalidated the formula used to determine the jurisdictions covered by Section 5 of the Voting Rights Act of 1965. The brief argues, among other things, that Congress acted consistently with the VRA's original purposes when, in 2006, it reauthorized the VRA with a focus on unwinding &quot;second-generation tactics&quot; that discriminated against minority voters in ways beyond denying those voters access to the ballot box. The amici assert that the VRA's most recent coverage formula was as precise as any that the Court previously upheld.",,"Article IV, Democracy, Elections, 15th Amendment, 14th Amendment, 10th Amendment, Voting Rights Act, Voting Rights and Representation"
Reproductive Rights,Arizona State Legislature v. Arizona Independent Redistricting Commission,2015,"The Supreme Court received multiple filings from historians in Arizona State Legislature v. Arizona Independent Redistricting Commission, a case that upheld the constitutionality of a state independent redistricting commission's role in drawing Arizona's congressional districts.<br><br>Five historians with expertise in colonial and founding era history filed a <a href=""https://www.brennancenter.org/sites/default/files/legal-work/AZ%20Amicus%20of%20Rakove.pdf"" target=""blank"">brief</a> in support of the commission's role. The brief explains, among other things, that the ballot initiative process through which Arizona voters created the commission was consistent with founding era ideas about popular sovereignty and the legislative power of the people as distinct from their legislators.<br><br><a href=""https://www.brennancenter.org/sites/default/files/legal-work/AZ%20Amicus%20of%20Rakove.pdf"" target=""blank"">Brief of Jack N. Rakove, Richard R. Beeman, Alexander Keyssar, Peter S. Onuf, and Rosemarie Zagarri as Amici Curiae in Support of Appellees</a><br><br>Three scholars and historians of congressional redistricting also filed a <a href=""https://www.brennancenter.org/sites/default/files/2026-03/arizona-state-legislature-v-arizona-independent-redistricting-commission-scholars-and-historians.pdf"" target=""blank"">brief </a>in support of the commission. The brief argues that the Court should have resolved the case on statutory rather than constitutional grounds. The amici include a detailed discussion of the legislative history of the statute now codified at 2 U.S.C. § 2a(c), arguing that Congress enacted it to empower states to redistrict according to their own specific lawmaking procedures. In doing so, the brief explains, Congress was lawfully exercising its power under the Constitution's Elections Clause to set the rules for federal elections.",Brief of Scholars and Historians of Congressional Redistricting as Amici Curiae in Support of Appellees,"Democracy, Elections, Redistricting, Voting Rights and Representation"
Reproductive Rights,Gill v. Whitford,2018,"Fifteen scholars of American history filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/gill-v-whitford.pdf"" target=""blank"">brief</a> in Gill v. Whitford, a case that considered the constitutionality of partisan gerrymandering. The brief argues that the founding ideal of representative democracy requires a close correspondence between the public and their elected officials, and that partisan gerrymandering severs that correspondence by entrenching officials' power and undermining their political accountability. The amici explain that the 1st and 14th Amendments both reflect that vision of representative democracy and protect rights necessary to sustain it. They also document that partisan gerrymandering has been denounced as unconstitutional and antidemocratic throughout American history.","<a href=""https://www.brennancenter.org/sites/default/files/2025-01/gill-v-whitford.pdf"" target=""blank"">Brief of Amici Curiae Historians in Support of Appellees</a>","Democracy, Elections, First Amendment, 14th Amendment, Partisan Gerrymandering, Redistricting, Voting Rights and Representation"
Reproductive Rights,Husted v. A. Philip Randolph Institute,2018,"Ten historians with expertise in voting rights and U.S. elections filed a <a href=""https://www.brennancenter.org/media/14031/download/husted-v-a-philip-randolph-inst-american-history-professors.pdf?inline=1"" target=""blank"">brief</a> in Husted v. A. Philip Randolph Institute, in which the Supreme Court declared that Ohio's practice of canceling the registrations of nonvoters did not violate the National Voter Registration Act of 1993 (NVRA). The brief argues that Ohio's procedure is illegal. It explains that states began purging nonvoters in the early 20th century to maintain accurate voter registration lists, but that over time, both the states and Congress came to see this practice as ineffective and unfair, potentially contributing to low turnout and disproportionately burdening lower-income and minority voters. The amici further show that the NVRA prohibited removal &quot;by reason of the person's failure to vote&quot; to encourage states to use more precise and less discriminatory methods for identifying ineligible voters, and that the Department of Justice acted accordingly until recently.","<a href=""https://www.brennancenter.org/media/14031/download/husted-v-a-philip-randolph-inst-american-history-professors.pdf?inline=1"" target=""blank"">Brief for American History Professors as Amici Curiae in Support of Respondents</a>","Democracy, Elections, National Voter Registration Act, Voting Rights and Representation"
Reproductive Rights,Rucho v. Common Cause (2019); Lamone v. Benisek,2019,"Sixteen founding era historians filed a <a href=""https://www.brennancenter.org/sites/default/files/2025-01/rucho-v-common-cause-lamone-v-benisek-brief-of-historians.pdf"" target=""blank"">brief</a> in Rucho v. Common Cause and Lamone v. Benisek, two cases that considered the constitutionality of partisan gerrymandering. The brief argues that partisan gerrymandering is antithetical to the founding era principle of fair and effective representation. As the amici explain, the 1st and 14th Amendments and Article I of the Constitution reflect founding era concerns that legislators would entrench their power by manipulating election rules and stifling political expression. Likewise, the brief shows, the framers empowered the federal judiciary to counter legislative overreach, and voters should therefore have judicial remedies against partisan gerrymandering. The amici underscore that the constitutional question in these cases did not turn on the Constitution's text but rather on &quot;fundamental substantive founding principles.&quot;","<a href=""https://www.brennancenter.org/sites/default/files/2025-01/rucho-v-common-cause-lamone-v-benisek-brief-of-historians.pdf"" target=""blank"">Brief of Amici Curiae Historians in Support of Appellees</a>","Article I, Article III, Democracy, Elections, First Amendment, 14th Amendment, Partisan Gerrymandering, Redistricting, Voting Rights and Representation"
Reproductive Rights,Allen v. Milligan,2023,"Ten scholars of Alabama history filed a <a href=""https://www.brennancenter.org/sites/default/files/2022-09/20220718165637202_2022-07-18%20Merrill%20Amici%20Brief%20Final%20AL%20historians.pdf"" target=""blank"">brief</a> in Allen v. Milligan, which ruled that Alabama's 2021 congressional redistricting plan likely violated Section 2 of the Voting Rights Act. The brief explains that Alabama's &quot;Black Belt region&quot; - a majority-Black part of the state - is a &quot;community of interest&quot; that should be prioritized when the state's electoral districts are drawn. To illustrate that residents of the Black Belt have a shared history going back two centuries, the amici document the region's roots in slavery and describe the economic hardship, exclusion from social services, and other discrimination that Black Belt residents have historically faced.","<a href=""https://www.brennancenter.org/sites/default/files/2022-09/20220718165637202_2022-07-18%20Merrill%20Amici%20Brief%20Final%20AL%20historians.pdf"" target=""blank"">Brief for Alabama Historians as Amici Curiae Supporting Appellee-Respondents</a>","Democracy, Elections, Redistricting, Voting Rights Act, Voting Rights and Representation"
Reproductive Rights,Moore v. Harper,2023,"The Supreme Court received multiple filings from historians in Moore v. Harper, which rejected the so-called independent state legislature theory - a novel, fringe interpretation of the Constitution's Elections Clause that would have allowed state legislatures to regulate federal elections without any of the traditional checks and balances on their lawmaking power.<br><br>Ten scholars of early American history filed a <a href=""https://www.brennancenter.org/sites/default/files/2022-10/2022.10.26_Amicus%20Brief%20of%20Founding%20Era%20Scholars%2021-1271.pdf"" target=""blank"">brief</a> to demonstrate that the independent state legislature theory is implausible as a historical matter. According to the amici, no evidence suggests that the framers believed in the theory, nor is it plausible that the framers would have endorsed it had they been presented with it. The brief emphasizes that the framers were wary of unchecked legislative power, and that they created the Elections Clause to limit out-of-control state legislatures.<br><br><a href=""https://www.brennancenter.org/sites/default/files/2022-10/2022.10.26_Amicus%20Brief%20of%20Founding%20Era%20Scholars%2021-1271.pdf"" target=""blank"">Brief for Amici Curiae Scholars of the Founding Era in Support of Respondents</a><br><br>A scholar of the history of judicial review filed a <a href=""https://www.brennancenter.org/sites/default/files/2022-10/2022.10.26_Amicus%20Brief%20for%20William%20M%20Treanor%20iso%20Respondents.pdf"" target=""blank"">brief</a> challenging the independent state legislature theory. The brief explains that judicial review - including review of state legislation for compliance with state constitutions - was well established in the founding era and was implicit in the framers' ideas of constitutionalism. Consequently, the brief concludes, the original meaning of the Elections Clause would permit state courts to review the laws that their legislatures make for federal elections.",Brief of William M. Treanor as Amicus Curiae in Support of Respondents,"Democracy, Elections, Elections Clause, Judicial Review, Voting Rights and Representation"
Reproductive Rights,Alexander v. South Carolina State Conference of the NAACP,2024,"Thirty historians and legal scholars of the American South filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/alexander-v-south-carolina-state-conference-of-the-naacp-historians.pdf"" target=""blank"">brief</a> in Alexander v. South Carolina State Conference of the NAACP, a case that rejected a racial gerrymandering challenge to South Carolina's congressional map. Supporting the conclusion that the map racially discriminated against Black voters, the brief surveys the long history of racial discrimination in South Carolina politics aimed at diminishing the power of Black voters. The amici also position the 2020 round of congressional redistricting as the latest instance in a recurring pattern of discrimination against Black voters dating back to Reconstruction.","<a href=""https://www.brennancenter.org/sites/default/files/2024-06/alexander-v-south-carolina-state-conference-of-the-naacp-historians.pdf"" target=""blank"">Brief of Amici Curiae Historians in Support of Appellees and Affirmance</a>","Democracy, Elections, Racial Gerrymandering, Redistricting, Voting Rights and Representation"
Reproductive Rights,Trump v. Anderson,2024,"The Supreme Court received multiple filings from historians in Trump v. Anderson, a case that reversed a Colorado state court ruling removing Donald Trump from the state's 2024 presidential primary ballot under Section 3 of the 14th Amendment.<br><br>Four historians of federal constitutional amendments, the laws of war, and the Civil War and Reconstruction filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-american-historians.pdf"" target=""blank"">brief</a> arguing that the original intent, meaning, and public understanding of Section 3 supports Trump's removal. According to the brief, Congress crafted Section 3 to ensure the republic's continued security by automatically disqualifying any individual who has engaged in an insurrection against the Constitution and barring from the presidency anyone who betrayed a constitutional oath. The amici couch their analysis in a historical narrative that begins with Lincoln's election in 1860.<br><br><a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-american-historians.pdf"" target=""blank"">Brief of Amici Curiae American Historians in Support of Respondents</a><br><br>Twenty-five historians of the Civil War and Reconstruction filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-professors-orville-vernon-burton-et-al.pdf"" target=""blank"">brief</a> supporting Trump's removal. The brief surveys the history surrounding the ratification of the 14th Amendment to argue that Congress intended Section 3 to serve as &quot;an enduring check on insurrection,&quot; including insurrection carried out by the sitting president. The amici also argue that Section 3 is self-executing, requiring no additional congressional action once enacted.<br><br><a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-professors-orville-vernon-burton-et-al.pdf"" target=""blank"">Brief for Professors Orville Vernon Burton, Allan J, Lichtman, Nell Irwin Painter, James M. McPherson, Manisha Sinha, et al. as Amici Curiae in Support of Respondents</a><br><br>A historian of the 20th Amendment filed a <a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-edward-larson.pdf"" target=""blank"">brief</a> supporting Trump's disqualification. The brief argues that the 20th Amendment's original public meaning does not prohibit states from disqualifying a presidential candidate prior to an election and gives Congress no power to determine whether presidential candidates are qualified.","<a href=""https://www.brennancenter.org/sites/default/files/2024-06/trump-v-anderson-edward-larson.pdf"" target=""blank"">Brief of Professor Edward J. Larson as Amicus Curiae Supporting the Anderson Respondents</a>","Democracy, Elections, 14th Amendment, 20th Amendment"
Reproductive Rights,Louisiana v. Callais (2026); Robinson v. Callais,2026,"Three historians with expertise in the history of Louisiana and the American South filed a <a href=""https://www.brennancenter.org/media/14038/download/louisiana-v-callais-louisiana-historians.pdf?inline=1"" target=""blank"">brief</a> in Louisiana v. Callais and Robinson v. Callais, two cases that considered whether a remedial congressional map for Louisiana was an unconstitutional racial gerrymander. In supporting the creation of a second majority-Black congressional district, the brief argues that the district encompassed a well-established community of interest united by a shared history and common needs, including a common lineage of slavery. The amici further show that the residents of the district experience hardships stemming from their shared experiences of racial discrimination.","<a href=""https://www.brennancenter.org/media/14038/download/louisiana-v-callais-louisiana-historians.pdf?inline=1"" target=""blank"">Brief for Louisiana Historians as Amici Curiae Supporting Appellants</a>","Democracy, Elections, Racial Gerrymandering, Redistricting, Voting Rights Act, Voting Rights and Representation"
